279,Bluffton University
280,Boca Beauty Academy
281,Boricua College
282,Borner's Barber College
283,Boston College
284,Boston Graduate School of Psychoanalysis Inc
285,Boston University
286,Bowie State University
287,Bowling Green State University
288,Bradley University
289,Brandman University
290,Brandon University
291,Branford Hall Career Institute - Amityville
292,Branford Hall Career Institute - Branford Campus
293,Brenau University
294,Brensten Education
295,Brescia University College
296,"Brescook, LLC Dale Carnegie Training"
297,Brewton-Parker College
298,Briar Cliff University
299,Briarcliffe College
300,"Bridge Education Group, Inc."
301,BridgeValley Community and Technical College
302,Bridgerland Technical College
303,Bridgewater State University
304,Briercrest College and Seminary
305,Brigham Young University
306,Brighton College
307,Brightwood Career Institute
308,Brightwood Career Institute - Broomall
309,Brightwood Career Institute - Harrisburg
310,Brightwood College
311,Brightwood College - Dallas
312,Brightwood College - El Paso
313,Brightwood College - Hammond
314,Brightwood College - Modesto Campus
315,Brightwood College - Nashville
316,Brightwood College - North Hollywood
317,Brightwood College - Sacramento
318,Brightwood College - San Antonio
319,Brightwood College - San Diego
320,Brightwood College - Vista
321,Brillare Hairdressing Academy - Scottsdale
322,Bristol Community College
323,Bristol Technical Education Center
324,British Columbia Institute of Technology
325,Brittany Beauty Academy
326,Broadview University
327,Brock University
328,"Broken Arrow Beauty College, Inc"
329,Brookdale Community College
330,Brookline College - Phoenix
331,Brooklyn College of the City University of New York
332,Brooks College
333,Brooks Institute
334,Brookstone College of Business - Charlotte
335,Broward College
336,Brown Aveda Institute
337,Brown College Brooklyn Center Campus
338,Brown Mackie College - Salina
339,Brown University
340,Bryan University
341,Bryant and Stratton College
342,Buchanan Beauty College
343,Buckeye Career Center
344,Bucks County Community College
345,Buena Vista University
346,Buffalo Public Schools Adult Education Division
347,Bunker Hill Community College
348,Burlington Technical Center
349,Butler County Community College
350,Butler Technology and Career Development Schools
351,Butler University
352,CALC Institute of Technology
353,CC's Cosmetology College
354,"CCI Training Center, Inc. - Arlington"
355,CDA Technical Institute
356,CDE Career Institute
357,CEM College
358,CES College
359,CHRISTUS SPOHN Hospital Corpus Christi
360,Cabrini University
361,Cairn University
362,Cal America Education Institute
363,Caldwell Community College and Technical Institute
364,Caldwell University
365,Calhoun Community College
366,California Aeronautical University
367,California Career Institute
368,California College of the Arts
369,California College-San Diego
370,California Hair Design Academy
371,California Institute of Arts & Technology
372,California Language Academy Group d/b/a California Language Academy
373,California Lutheran University
374,California School of Health Sciences
375,"California State Polytechnic University, Pomona"
376,California State University - Bakersfield
377,California State University - Channel Islands
378,California State University - Chico
379,California State University - Dominguez Hills
380,California State University - East Bay
381,California State University - Fresno
382,California State University - Fullerton
383,California State University - Los Angeles
384,California State University - Sacramento
385,California State University - San Bernardino
386,California State University - San Marcos
387,California State University - Stanislaus
388,California Technical Academy
389,California Technical Education College
390,California University of Management and Sciences
391,California University of Pennsylvania
392,Calumet College of St. Joseph
393,Calvary University
394,Cambria-Rowe Business College
395,Cambrian College of Applied Arts and Technology
396,Cambridge College
397,Cambridge College of Healthcare & Technology
398,Cambridge Junior College - Yuba City
399,Camden County College
400,Cameron University
401,Camosun College
402,Campbell University
403,Camphill Academy
404,Canadian Coast Guard College
405,Canadian College
406,Canadian Mennonite University
407,Canadore College of Applied Arts and Technology
408,Canisius College
409,Cankdeska Cikana Community College
410,Canton City Schools - Adult Community Education
411,Canton City Schools Adult Community Education Center
412,Cape Breton University
413,Cape Cod Community College
414,Cape Fear Community College
415,Cape Girardeau Career and Technology Center
416,Capilano University
417,Capital Area Technical College
418,Capital Education Institute
419,Capital Region Career and Technical School
420,Capital University
421,Capitol City Trade and Technical School
422,Capitol Technology University
423,Capri Beauty College
424,Capri College
425,Capri Cosmetology Learning Center
426,Cardinal Stritch University
427,Career Academy of Hair Design
428,Career Care Institute - Lancaster
429,Career Colleges of America - South Gate
430,Career Institute of Health andTechnology
431,Career Point College
432,Career Quest Learning Center
433,Caribbean University
434,Caritas Christi Health Care System
435,Carl Albert State College
436,Carl Sandburg College
437,"Carleen Home Health Schools, Inc"
438,Carleton University
439,Carlos Albizu University
440,Carlow University
441,Carlton Trail Regional College
442,Carnegie Mellon University
443,Carolina Beauty College 8
444,Carolina Christian College
445,Carolina College of Hair Design
446,Carrington College
447,Carrington College - Phoenix
448,Carrington College- Portland
449,Carroll Community College
450,Carroll University
451,Carthage Technical Center
452,Casa Loma College
453,Case Western Reserve University
454,Castleton University
455,Catawba Valley Community College
456,Catholic Distance University
457,Catholic University of America
458,Cayuga County Community College
459,Cazenovia College
460,Cecil Community College
461,Cedar Crest College
462,Cedar Valley College
463,Celebrity School of Beauty
464,Centenary University
465,Centennial College of Applied Arts and Technology
466,"Center for Asia-Pacific Exchange, The"
467,Center for Employment Training
468,Center for Explosive Ordnance Disposal and Diving
469,Center for Information Warfare Training (CIWT)
470,"Center for Instruction, Technology, and Innovation (CiTi)"
471,Center for Montessori Education NY
472,Center for Naval Aviation Technical Training (CNATT)
473,Center for Naval Engineering (CNE)
474,Center for Naval Intelligence (CNI)
475,Center for Seabees and Facilities Engineering (CSFE)
476,Center for Security Forces (CENSECFOR)
477,Center for Service Support (CSS)
478,Center for Surface Combat Systems (CSCS)
479,Central Alabama Community College
480,Central Arizona College
481,Central Baptist College
482,Central Baptist Theological Seminary
483,Central Bible College
484,Central Carolina Community College
485,Central Carolina Technical College
486,Central Christian College of Kansas
487,Central Coast College
488,Central College of Cosmetology
489,Central Community College
490,Central Connecticut State University
491,Central Florida Institute - Palm Harbor
492,Central Georgia Technical College
493,Central Lakes College
494,Central Louisiana Technical Community College - Alexandria
495,Central Maine Community College
496,Central Methodist University
497,Central Michigan University
498,Central New Mexico Community College
499,Central Ohio Technical College
500,Central Penn College
501,Central Piedmont Community College
502,Central State University
503,Central Texas Beauty College
504,Central Texas College
505,Central Wyoming College
506,Central Yeshiva Tomchei Tmimim Lubavitz
507,Centre for Nursing Studies
508,Centro de Capacitacion y Asesoramiento Vetelba
509,Centura Health
510,Century College
511,Chadron State College
512,Chamberlain University
513,Chaminade University of Honolulu
514,Champlain Regional College
515,Champlain Valley Educational Services (CEWW BOCES)
516,Chancellor University
517,Chapman University
518,Charles Stewart Mott Community College
519,Charles of Italy Beauty College
520,Charleston Southern University
521,Charlotte Technical College
522,Charter College
523,Charter College - Lancaster
524,Chatfield College
525,Chatham University
526,Chattahoochee Technical College
527,Chemeketa Community College
528,Chesapeake College
529,Chester Career College
530,Chestnut Hill College
531,Chicago State University
532,Children's Hospital of Los Angeles
533,Chippewa Valley Technical College
534,Chiron Training Center
535,Christendom College
536,"Christian Homes, Inc."
537,Cincinnati Christian University
538,Cincinnati State Technical and Community College
539,Cinta Aveda Institute
540,Cisco Junior College
541,City College - Fort Lauderdale
542,"City College of New York of the City University of New York, The"
543,City Colleges of Chicago - Wilbur Wright College
544,City Colleges of Chicago-Harold Washington College
545,City Colleges of Chicago-Kennedy-King College
546,City Colleges of Chicago-Malcolm X College
547,City Colleges of Chicago-Richard J Daley College
548,Clarendon College
549,Clarion University of Pennsylvania
550,Clark State Community College
551,Clark University
552,Clarke University
553,Clarks Summit University
554,Clarkson University
555,Cleary University
556,Cleveland State University
557,Cleveland University-Kansas City
558,Cloud County Community College
559,Clovis Community College
560,Coast Career Institute
561,Coastal Bend College
562,Coastal College
563,Coastal Pines Technical College
564,Cochise College
565,Coconino County Community College
566,Coffeyville Community College
567,Colby Community College
568,Coleman University
569,College Mathieu
570,College Unbound
571,College for Creative Studies
572,College of Biblical Studies-Houston
573,College of Business and Technology - Miami
574,College of Central Florida
575,College of Coastal Georgia
576,College of DuPage
577,College of Eastern Utah
578,College of Idaho
579,College of Lake County
580,College of Menominee Nation
581,College of Mount Saint Vincent
582,"College of New Jersey, The"
583,"College of New Rochelle, The"
584,College of Our Lady of the Elms
585,College of Saint Elizabeth
586,College of Saint Mary
587,College of Saint Scholastica
588,College of Southern Maryland
589,College of St Joseph
590,College of the Albemarle
591,College of the New Caledonia
592,College of the North Atlantic
593,College of the Rockies
594,Collin County Community College District
595,Collins Career Center
596,Collège Acadie Î.-P.-É.
597,Collège Ahuntsic
598,Collège André-Laurendeau
599,Collège Bart
600,Collège Boréal
601,Collège François-Xavier-Garneau
602,Collège Gérald-Godin
603,Collège International Marie de France
604,Collège Jean-de-Brébeuf
605,Collège Laflèche
606,Collège Lionel-Groulx
607,Collège Montmorency
608,Collège Mérici
609,Collège O’Sullivan de Québec
610,Collège Shawinigan
611,Collège Stanislas
612,Collège de Bois-de-Boulogne
613,Collège de Maisonneuve
614,Collège de Rosemont
615,Collège de Valleyfield
616,Collège Éducacentre
617,Colorado Christian University
618,Colorado Mesa University
619,Colorado Mountain College
620,Colorado Northwestern Community College
621,Colorado State University
622,Colorado State University - Pueblo
623,Colorado Technical University
624,Columbia Central University
625,Columbia College
626,Columbia College of Nursing
627,Columbia Gorge Community College
628,Columbia International University
629,Columbia State Community College
630,Columbus State Community College
631,Columbus Technical College
632,Community Care College
633,Community Christian College
634,Community College of Allegheny County
635,Community College of Aurora
636,Community College of Beaver County
637,Community College of Denver
638,Community College of Philadelphia
639,Community College of Rhode Island
640,Community College of Vermont
641,Community College of the Air Force
642,Compass Career College
643,Computer Institute of Technology
644,Computer Systems Institute
645,Computer Systems Institute - Gurnee
646,ComputerTraining.edu
647,Concord University
648,Concorde Career College
649,Concorde Career College - Aurora
650,Concordia College
651,Concordia Theological Seminary
652,Concordia University
653,Concordia University Chicago
654,Concordia University College of Alberta
655,Concordia University Texas
656,"Concordia University, St. Paul"
657,Conestoga College Institute of Technology and Advanced Learning
658,Confederation College of Applied Arts and Technology
659,Connect English Language Institute
660,Connors State College
661,Continental School of Beauty Culture - Olean
662,Conversa Language Center
663,Conway School of Landscape Design
664,Copiah-Lincoln Community College
665,Coppin State University
666,Coral Springs Regional Institute of Public Safety
667,Corcoran College of Art and Design
668,"Corinth Academy of Cosmetology, Inc"
669,Cornell University
670,Cornerstone University
671,Corning Community College
672,Cortiva Institute - Chicago
673,Cortiva Institute - Pennsylvania School of Muscle Therapy
674,Cortiva Institute - Seattle
675,Cosmetic Arts Institute
676,Cosmetology Academy of Texarkana
677,Cosmetology and Spa Academy
678,Cosmopolitan Beauty & Tech School
679,Cossatot Community College of the University of Arkansas
680,Cottage Montessori
681,County College of Morris
682,Court Reporting Institute of St. Louis
683,Covenant Theological Seminary
684,Cowley College
685,Cox College
686,Crave Beauty Academy
687,Creighton University
688,Crescent City School of Gaming & Bartending
689,Crowder College
690,Crown College
691,Culinary Institute of America
692,Culinary Tech Center
693,Cumberland College
694,Cumberland County College
695,Curry College
696,Cuyahoga Community College
697,Cybertex Institute of Technology
698,Cégep Beauce-Appalaches
699,Cégep Limoilou
700,Cégep Marie-Victorin
701,Cégep de Baie-Comeau
702,Cégep de Chicoutimi
703,Cégep de Drummondville
704,Cégep de Granby-Haute-Yamaska
705,Cégep de Jonquière
706,Cégep de La Pocatière
707,Cégep de Lévis-Lauzon
708,Cégep de Matane
709,Cégep de Rimouski
710,Cégep de Saint-Félicien
711,Cégep de Saint-Hyacinthe
712,Cégep de Saint-Jean-sur-Richelieu
713,Cégep de Saint-Jérôme
714,Cégep de Saint-Laurent
715,Cégep de Sainte-Foy
716,Cégep de Sept-Îles
717,Cégep de Sherbrooke
718,Cégep de Sorel-Tracy
719,Cégep de Thetford
720,Cégep de Trois-Rivières
721,Cégep de Victoriaville
722,Cégep de la Gaspésie et des Îles
723,Cégep de l’Abitibi-Témiscamingue
724,Cégep de l’Outaouais
725,Cégep du Vieux Montréal
726,Cégep régional de Lanaudière
727,Cégep Édouard-Montpetit
728,D.A. Dorsey Technical College
729,DAVENPORT UNIVERSITY-EASTERN REGION-DEARBORN
730,DC 14 Apprenticeship Program Painters
731,DCI Career Institute
732,DPT Business School
733,DVS College
734,Dabney S Lancaster Community College
735,Dade Medical College - Miami
736,Daemen College
737,Dakota College at Bottineau
738,Dakota County Technical College
739,Dakota State University
740,Dakota Wesleyan University
741,"Dale Carnegie & Associates, Inc."
742,Dalhousie University
743,Dallas Baptist University
744,Dallas Barber and Stylist College
745,Dallas Theological Seminary
746,Daniel Webster College
747,Danville Area Community College
748,Davenport University
749,David Pressley Professional School of Cosmetology
750,Davidson County Community College
751,Davis College
752,Davis Technical College
753,Dawson College
754,Daymar College - Clarksville
755,Daymar College - New Boston
756,Daymar College - Owensboro
757,Daytona State College
758,DePaul University
759,DeSales University
760,DeSigner Barber & Stylist School LLC
761,DeVry University
762,Dean College
763,Defense Acquisition University
764,Defiance College
765,Del Mar College
766,Delaware Area Career Center
767,Delaware County Community College
768,Delaware State University
769,Delaware Technical Community College
770,Delaware Technical and Community College - Owens
771,Delaware Valley University
772,Delgado Community College
773,Delta College
774,Delta College of Arts & Technology
775,Delta State University
776,Denmark College
777,Denver Seminary
778,Des Moines Area Community College
779,Des Moines University - Osteopathic Medical Center
780,Design's School of Cosmetology
781,Detroit Business Institute - Downriver
782,Dewey University - Hato Rey Campus
783,Dickinson State University
784,Diesel Driving Academy
785,Dine College
786,Discovery Diving Company
787,Diversified Vocational College - Los Angeles
788,Dixie Technical College
789,Doane University
790,Dodge City Community College
791,Dominican University
792,Dominican University College
793,Dominican University of California
794,Donnelly College
795,Dorsey School of Business
796,Dorsey Schools
797,Douglas College
798,Douglas Education Center
799,Douglas J Aveda Institute
800,Dover Business College - Clifton
801,Dowling College
802,Drake College of Business
803,Drake University
804,Drew University
805,Drexel University
806,Drury University
807,DuBois Business College
808,Duke University
809,Dunwoody College of Technology
810,Duquesne University
811,Durham Beauty Academy
812,Durham College
813,Durham Technical Community College
814,Dutchess Community College
815,EC Boston
816,ECPI University
817,EDIC College
818,EDP University of Puerto Rico
819,EF International Schools of English
820,EHOVE Adult Career Center
821,ELS Language Centers
822,Eagle Gate College
823,Eagle Rock College
824,East Arkansas Community College
825,East Carolina University
826,East Central College
827,East Central Technical College
828,East Central University
829,East Georgia State College
830,East Mississippi Community College
831,East San Gabriel Valley Regional Occupational Program and Technical Center
832,East Stroudsburg University of Pennsylvania
833,East Texas Baptist University
834,East-West Healing Arts Institute
835,East-West University
836,Eastern Arizona College
837,Eastern College of Health Vocations
838,Eastern Florida State College
839,Eastern Gateway Community College
840,Eastern Illinois University
841,Eastern Iowa Community College District
842,Eastern Kentucky University
843,Eastern Maine Community College
844,Eastern Mennonite University
845,Eastern Michigan University
846,Eastern Nazarene College
847,Eastern New Mexico University
848,Eastern Oklahoma State College
849,"Eastern Suffolk Board of Cooperative Education, James Hines Administrative Center"
850,Eastern University
851,Eastern Washington University
852,Eastern West Virginia Community and Technical College
853,Eastern Wyoming College
854,Eastland Fairfield Career and Technical Schools
855,Edgecombe Community College
856,Edgewood College
857,Edinboro University of Pennsylvania
858,Edison State Community College
859,Educational and Cultural Interactions/ Randall University
860,Edward Via Virginia College of Osteopathic Medicine
861,El Paso Community College District
862,Elaine Steven Beauty College
863,Elevate Salon Institute
864,Elgin Community College
865,Eli Whitney Technical High School
866,Elite School of Cosmetology
867,Elite Welding Academy
868,Elizabethtown College
869,Elizabethtown Community and Technical College
870,Elmhurst College
871,Elmira College
872,Embassy CES
873,Embassy English
874,Embry-Riddle Aeronautical University - Daytona Beach
875,Emerson College
876,Emily Griffith Technical College
877,Emmanuel College
878,Emory University
879,Empire Beauty School
880,Empire Beauty School - Framingham
881,Empire Beauty School - Grand Rapids
882,Empire Beauty School - Hooksett
883,Empire Beauty School - Lehigh Valley
884,Empire Beauty School - Portland
885,Empire Beauty School - Pottsville
886,Empire Beauty School - Queens
887,Empire Beauty School - Somersworth
888,Empire Beauty School - Wyoming Valley
889,Employment Solutions - College for Technical Education
890,Emporia State University
891,Endicott College
892,English Language Center
893,English Language Institute
894,Enterprise State Community College
895,Erie 1 BOCES
896,Erie Business Center
897,Erie Community College
898,Erikson Institute
899,Erskine College
900,Erwin Technical College
901,Escuela Tecnica De Electricidad
902,Essex County College
903,Estelle Medical Academy
904,Eston College
905,Eton College
906,European Medical School of Massage LLC
907,Evangel University
908,Evangelical Theological Seminary
909,Eve's College of Hairstyling
910,Everest College - Alhambra
911,Everest College - Ontario
912,Everest College - Phoenix
913,Everest College - Portland
914,Everest College - San Bernardino
915,Everest College - Skokie
916,Everest College - West Valley
917,Everest Institute - Brighton
918,Everest Institute - Grand Rapids
919,Everest Institute - Southfield
920,Evergreen Beauty and Barber College
921,Ex'pression College for Digital Arts
922,Expertise Cosmetology Institute
923,FIDM/Fashion Institute of Design & Merchandising
924,FLS International
925,"FRANKLIN CAREER INSTITUTE, BROOKLYN"
926,Fairfield University
927,Fairleigh Dickinson University
928,Fairmont State University
929,Fanshawe College of Applied Arts and Technology
930,FastTrain College - Miami
931,FastTrain College - Plantation
932,FastTrain College - Tampa
933,Faulkner University
934,Fei Tian College
935,Felician University
936,Ferris State University
937,Ferrum College
938,Finger Lakes Community College
939,Finger Lakes School of Massage
940,"Finishing Trades Institute of Maryland, Virginia, Washington DC and Vicinities"
941,Finishing Trades Institute of New England
942,Finishing Trades Institute of the Mid-Atlantic Region
943,First Coast Technical College
944,First Institute
945,First Nations University of Canada
946,First Response Medical Training
947,Fisher College
948,Fitchburg State University
949,Flagler College
950,Flagler Technical Center
951,Flathead Valley Community College
952,Fleming College
953,Flint Hills Technical College
954,Flint River Technical College
955,Florence-Darlington Technical College
956,Florida Academy
957,Florida Agricultural and Mechanical University
958,Florida Atlantic University
959,Florida Career College - Miami
960,Florida Center for Theological Studies
961,Florida Gateway College
962,Florida Hospital
963,Florida Medical Training Institute - Melbourne
964,Florida Memorial University
965,Florida National University
966,Florida Panhandle Technical College
967,Florida School of Traditional Midwifery
968,Florida SouthWestern State College
969,Florida Southern College
970,Florida State College at Jacksonville
971,Florida State University
972,Florida Technical College
973,Florida Vocational Institute
974,Fond du Lac Tribal and Community College
975,Fontbonne University
976,Fordham University
977,Forest Institute of Professional Psychology
978,Forsyth Technical Community College
979,Fort Hays State University
980,Fort Lewis College
981,Fort Myers Technical College
982,Fort Scott Community College
983,Fort Valley State University
984,Fort Worth Beauty School
985,Fortis College
986,Fortis College - Norfolk
987,Fortis College - Orange Park
988,Fortis College- Winter Park
989,Fortis Institute
990,Fortis Institute - Birmingham
991,Fortis Institute - Cookeville
992,Fountain of Youth Academy of Cosmetology
993,Four County Career Center
994,Four-D College - Colton
995,Fox College Inc
996,Fox Valley Technical College
997,Framingham State University
998,Franciscan University of Steubenville
999,Frank Phillips College
1000,"Franklin Career Colleges, Inc. - Ontario"
1001,Franklin College
1002,Franklin Pierce University
1003,Franklin Technology Center
1004,Franklin University
1005,Fred K. Marchman Technical College
1006,Frederick Community College
1007,Fresno Pacific University
1008,Friends University
1009,Front Range Community College
1010,Frostburg State University
1011,Fuller Theological Seminary
1012,G Skin & Beauty Institute
1013,GEOS New York Corp dba GEOS Languages Plus
1014,"GUTI, The Premier Beauty and Wellness Academy - Bradenton"
1015,Gadsden Business College
1016,Gadsden State Community College
1017,Gaelic College
1018,Gainesville State College
1019,Galen College of Nursing
1020,Gannon University
1021,Garden City Community College
1022,Gardner-Webb University
1023,Garrett College
1024,Gaston College
1025,Gateway Community College
1026,Gateway Community and Technical College
1027,Gateway Seminary
1028,Gateway Technical College
1029,Genesee Community College
1030,Genesee Valley BOCES Batavia Campus
1031,Genesis Career College
1032,Genesis Career College - Cookeville
1033,Geneva College
1034,George Brown College
1035,George C Wallace Community College
1036,George Mason University
1037,George Stone Technical College
1038,"George Washington University, The"
1039,Georgetown University
1040,Georgia Beauty Academy - Dalton
1041,Georgia Career Institute
1042,Georgia College and State University
1043,Georgia Driving Academy
1044,Georgia Institute of Cosmetology
1045,Georgia Institute of Technology - Main Campus
1046,Georgia Military College - Milledgeville
1047,Georgia Northwestern Technical College
1048,Georgia Perimeter College
1049,Georgia Piedmont Technical College
1050,Georgia Southern University
1051,Georgia Southwestern State University
1052,Georgian College of Applied Arts and Technology
1053,Georgian Court University
1054,Germanna Community College
1055,Glen Oaks Community College
1056,Glendale Career College
1057,Glenville State College
1058,Global Business Institute - Far Rockaway
1059,Globe University
1060,Goddard College
1061,Gogebic Community College
1062,Golden Gate University
1063,Goldfarb School of Nursing at Barnes-Jewish College
1064,Good Careers Academy
1065,Goodwin University
1066,Gordon College
1067,Gordon Cooper Technology Center - Aviation Campus
1068,Gordon-Conwell Theological Seminary
1069,Goshen College
1070,Goucher College
1071,Governors State University
1072,Grace College and Seminary
1073,Grace University
1074,Graceland University
1075,"Graduate School and University Center of the City University of New York, The"
1076,Grand Canyon University
1077,Grand Rapids Community College
1078,Grand Valley State University
1079,Grand View University
1080,Granite State College
1081,Grant Career Center
1082,Gratz College
1083,Grayson College
1084,Great Basin College
1085,Great Bay Community College
1086,Great Lakes Christian College
1087,Great Lakes Institute of Technology
1088,Great Oaks Career Campuses
1089,Great Plains College
1090,Great Plains Technology Center
1091,Greater Altoona Career and Technology Center
